src_ip,dst_ip,protocol,src_port,dst_port,packet_size,timestamp,inter_arrival_time,avg_packet_size,packet_size_variance,jitter,packets_per_second,bytes_per_second,concurrent_connections,failed_connections,retransmission_rate,src_port_entropy,dst_port_entropy,protocol_entropy,packet_size_entropy,slice_type,5qi,priority_level,max_delay_budget,gNB_id,amf_id,upf_id,nssai,tac,ran_ue_id,pdu_session_id,attack_type,is_malicious,attack_category,packet_size_ratio,connection_success_rate,traffic_intensity
192.168.252.100,10.5.32.116,17,1361,824,128.4782296110027,1768244365.5093212,0.1974108038266012,128.4782296110027,16.48742522722389,0.010586911384777995,5.065578887355959,650.8166074023665,38,19,0.09044377267643822,15.999977986052736,9.99859042974533,1.0,8.994597878050373,IndustrialIoT,7,12,100,gNB_041,AMF_07,UPF_04,SST7-SD382,52128,4417069,6,Slowloris_5G,1,slowloris,1.0,0.5,0.0006508166074023665
192.168.95.125,10.5.255.90,17,11114,348,135.70428031185253,1768285857.5093434,0.16236146536244583,135.70428031185253,99.1583703810534,0.002164448036745698,6.159096912359475,835.8158138626956,44,14,0.13158621780634774,15.999977986052736,9.99859042974533,1.0,8.915655570087972,mMTC,9,15,1000,gNB_023,AMF_02,UPF_05,SST9-SD670,23025,2227529,4,Slowloris_5G,1,slowloris,1.0,0.6818181818181819,0.0008358158138626956
192.168.176.152,10.5.92.220,17,31389,69,109.95133168117437,1768274359.5093625,0.9434479878363241,109.95133168117437,108.65429482112768,0.022169657516315184,1.0599418440579544,116.54201725877175,59,12,0.11502820927202437,15.999977986052736,9.99859042974533,1.0,9.219256718704576,URLLC,3,1,10,gNB_047,AMF_09,UPF_01,SST3-SD294,36383,2266210,9,Slowloris_5G,1,slowloris,1.0,0.7966101694915254,0.00011654201725877175
192.168.9.252,10.5.60.202,1,22378,225,186.9749053218361,1768236114.5093875,0.11539697938734136,186.9749053218361,75.67958792062122,0.01877173702957281,8.665738092185249,1620.2755593301656,42,11,0.1563750020376934,15.999977986052736,9.99859042974533,0.5,8.453277143262284,eMBB,6,10,300,gNB_004,AMF_10,UPF_03,SST6-SD931,23297,2143167,11,Slowloris_5G,1,slowloris,1.0,0.7380952380952381,0.0016202755593301655
192.168.197.18,10.5.20.95,17,13600,715,138.31637492799513,1768226542.5094075,0.1751076301331994,138.31637492799513,135.75895204583728,0.014675246106670382,5.710773421120075,789.8934776444737,50,13,0.05397484974834493,15.999977986052736,9.99859042974533,1.0,8.888149832638746,URLLC,3,1,10,gNB_021,AMF_09,UPF_05,SST3-SD100,40328,5474074,3,Slowloris_5G,1,slowloris,1.0,0.74,0.0007898934776444737
192.168.60.34,10.5.189.131,1,19906,32,213.79508491905517,1768217610.5094297,0.17666223702363887,213.79508491905517,98.79392865109038,0.05981436787433557,5.66051928724412,1210.1912017023062,60,26,0.0824125406899918,15.999977986052736,9.99859042974533,0.5,8.2598931099381,mMTC,9,15,1000,gNB_050,AMF_03,UPF_03,SST9-SD744,11807,3036494,4,Slowloris_5G,1,slowloris,1.0,0.5666666666666667,0.0012101912017023061
192.168.38.31,10.5.208.124,17,28930,823,246.6971184563821,1768255698.5094488,0.12984970920310576,246.6971184563821,16.482817000617516,0.00480879108235091,7.701210931753723,1899.8665454884328,38,14,0.10905873702380534,15.999977986052736,9.99859042974533,1.0,8.053380931928855,eMBB,6,10,300,gNB_010,AMF_09,UPF_01,SST6-SD642,29398,7726195,12,Slowloris_5G,1,slowloris,1.0,0.631578947368421,0.001899866545488433
192.168.90.165,10.5.32.80,1,34433,756,155.99921295587728,1768245371.5094678,0.2839247303647776,155.99921295587728,47.58288577263398,0.04261239012336907,3.522060226015646,549.43862324164,50,11,0.08918560340291494,15.999977986052736,9.99859042974533,0.5,8.714583045828418,mMTC,9,15,1000,gNB_045,AMF_09,UPF_05,SST9-SD184,10196,7462533,7,Slowloris_5G,1,slowloris,1.0,0.78,0.00054943862324164
192.168.169.58,10.5.123.58,1,54129,889,102.93923629564314,1768275359.5094886,0.13001192096090666,102.93923629564314,46.24552646399002,0.0005733314216391158,7.691602374682938,791.7676743396169,38,17,0.09191499535180125,15.999977986052736,9.99859042974533,0.5,9.314328811909983,eMBB,6,10,300,gNB_017,AMF_10,UPF_03,SST6-SD300,12139,6440896,15,Slowloris_5G,1,slowloris,1.0,0.5526315789473684,0.0007917676743396169
192.168.159.168,10.5.216.14,1,17094,118,177.61849470329597,1768220273.5095072,0.18887447497198218,177.61849470329597,242.74459345595724,0.015246762789411257,5.294521666563685,940.4049685890276,53,9,0.07369871113130683,15.999977986052736,9.99859042974533,0.5,8.52733998470529,IndustrialIoT,7,12,100,gNB_010,AMF_02,UPF_05,SST7-SD223,61730,8325595,6,Slowloris_5G,1,slowloris,1.0,0.8301886792452831,0.0009404049685890276
192.168.224.66,10.5.28.83,17,9545,767,141.25809574607393,1768283500.5095272,0.364577029585442,141.25809574607393,46.84241191364861,0.006915923148067266,2.7429045684449536,387.4574761517409,48,15,0.14005841105562175,15.999977986052736,9.99859042974533,1.0,8.857788243029725,mMTC,9,15,1000,gNB_020,AMF_03,UPF_03,SST9-SD714,45416,6736739,8,Slowloris_5G,1,slowloris,1.0,0.6875,0.0003874574761517409
192.168.8.156,10.5.127.132,6,31487,788,161.83854176355376,1768233710.5095465,0.35766671361605834,161.83854176355376,53.43665079677899,0.02610292634758583,2.7958989806176433,452.48421394136585,43,16,0.12357126361625592,15.999977986052736,9.99859042974533,1.0,8.661566570527503,eMBB,6,10,300,gNB_014,AMF_06,UPF_01,SST6-SD236,19913,8477288,3,Slowloris_5G,1,slowloris,1.0,0.627906976744186,0.00045248421394136583
192.168.110.41,10.5.112.213,1,3748,136,100.00973400403974,1768282289.5095654,0.3815829554157517,100.00973400403974,50.621959649887046,0.028137907141176532,2.620662128135297,262.0917223492718,41,14,0.0720086885391547,15.999977986052736,9.99859042974533,0.5,9.355981371118835,eMBB,6,10,300,gNB_013,AMF_07,UPF_01,SST6-SD123,63531,3186894,4,Slowloris_5G,1,slowloris,1.0,0.6585365853658536,0.00026209172234927176
192.168.123.34,10.5.32.170,17,43847,849,250.18902939062224,1768239340.5095854,0.8186620690140574,250.18902939062224,16.290668187881366,0.1703818165121253,1.2215052313396346,305.6072082244307,53,9,0.0707490981188264,15.999977986052736,9.99859042974533,1.0,8.03310326652946,V2X,2,5,20,gNB_011,AMF_10,UPF_05,SST2-SD196,12499,1575569,8,Slowloris_5G,1,slowloris,1.0,0.8301886792452831,0.0003056072082244307
192.168.175.34,10.5.109.88,6,16918,592,245.2604335318295,1768283930.5096045,0.17446677641271433,245.2604335318295,92.37484644210173,0.0014812878473621195,5.731750311213549,1405.7715662244336,53,17,0.11721417226918948,15.999977986052736,9.99859042974533,1.0,8.061807285381079,V2X,2,5,20,gNB_032,AMF_01,UPF_03,SST2-SD602,53042,7501812,12,Slowloris_5G,1,slowloris,1.0,0.679245283018868,0.0014057715662244335
192.168.196.97,10.5.243.70,17,61355,548,144.72092084290054,1768279892.5096228,0.7960669751174768,144.72092084290054,62.41480578044607,0.01974557267677051,1.256175712919668,181.79490591422143,50,17,0.1385697938272314,15.999977986052736,9.99859042974533,1.0,8.82284830347115,mMTC,9,15,1000,gNB_034,AMF_10,UPF_02,SST9-SD162,60760,4302495,1,Slowloris_5G,1,slowloris,1.0,0.6599999999999999,0.00018179490591422142
192.168.92.182,10.5.221.244,6,6878,818,176.6769520142824,1768210415.5096416,0.29692416492150797,176.6769520142824,53.140246569255986,0.0033942342523054195,3.3678633069974295,595.0238238810473,50,14,0.12174600076427944,15.999977986052736,9.99859042974533,1.0,8.53500794757953,mMTC,9,15,1000,gNB_024,AMF_03,UPF_05,SST9-SD475,51184,7790563,7,Slowloris_5G,1,slowloris,1.0,0.72,0.0005950238238810473
192.168.204.49,10.5.116.142,6,6166,994,128.94418239427307,1768257578.5096617,0.34309133694251004,128.94418239427307,39.33526610858936,0.08927153828946188,2.914675750520523,375.83048159528306,29,17,0.06549693339043423,15.999977986052736,9.99859042974533,1.0,8.98937511210214,URLLC,3,1,10,gNB_029,AMF_06,UPF_03,SST3-SD634,14294,1020383,2,Slowloris_5G,1,slowloris,1.0,0.4137931034482759,0.0003758304815952831
192.168.214.210,10.5.240.83,6,20896,437,299.19322543930576,1768221039.509683,0.6032065688881815,299.19322543930576,269.3910724246298,0.011932236700141005,1.657806880059646,496.00458760051777,59,16,0.19387056147673226,15.999977986052736,9.99859042974533,1.0,7.7750442872816325,IndustrialIoT,7,12,100,gNB_046,AMF_03,UPF_02,SST7-SD850,48616,6588358,6,Slowloris_5G,1,slowloris,1.0,0.728813559322034,0.0004960045876005178
192.168.181.153,10.5.41.92,6,6475,955,262.61198358137193,1768229754.5097036,0.16768801653898258,262.61198358137193,123.5746975934502,0.059433363661551844,5.963455353814917,1566.0748394642874,45,18,0.12547930245781472,15.999977986052736,9.99859042974533,1.0,7.963189045093094,V2X,2,5,20,gNB_024,AMF_10,UPF_02,SST2-SD724,40439,7487070,6,Slowloris_5G,1,slowloris,1.0,0.6,0.0015660748394642873
192.168.15.235,10.5.254.76,6,21448,929,110.94668083904939,1768276191.509723,0.16260808777347238,110.94668083904939,41.315693636459756,0.0005686103069563531,6.149755609899857,682.294972889713,56,17,0.10005464250051152,15.999977986052736,9.99859042974533,1.0,9.206255288803217,IndustrialIoT,7,12,100,gNB_001,AMF_09,UPF_05,SST7-SD153,28514,4831331,14,Slowloris_5G,1,slowloris,1.0,0.6964285714285714,0.000682294972889713
192.168.31.119,10.5.162.102,1,44344,586,162.80092617781148,1768228799.5097413,0.9308369466916304,162.80092617781148,40.41292551759337,0.02550330042985255,1.074302006977901,174.89736173068397,45,8,0.05404739699557024,15.999977986052736,9.99859042974533,0.5,8.653012889128798,eMBB,6,10,300,gNB_035,AMF_02,UPF_01,SST6-SD743,57950,5881979,11,Slowloris_5G,1,slowloris,1.0,0.8222222222222222,0.00017489736173068396
192.168.137.91,10.5.239.56,17,5589,261,193.0607303923494,1768274043.5097601,0.347273542401822,193.0607303923494,164.91217695819446,0.023425184062331305,2.879574392807972,555.9327354946131,61,13,0.0830262325947356,15.999977986052736,9.99859042974533,1.0,8.407067054204353,mMTC,9,15,1000,gNB_029,AMF_06,UPF_04,SST9-SD625,52358,4611147,13,Slowloris_5G,1,slowloris,1.0,0.7868852459016393,0.0005559327354946131
192.168.47.146,10.5.212.216,17,47794,130,222.35444499307053,1768287865.5097792,0.16455318378785758,222.35444499307053,31.381402576397438,0.004484900809093078,6.07706260663545,1351.2618830865679,52,19,0.10447048950075706,15.999977986052736,9.99859042974533,1.0,8.203260550997802,IndustrialIoT,7,12,100,gNB_001,AMF_01,UPF_03,SST7-SD498,15326,7091532,7,Slowloris_5G,1,slowloris,1.0,0.6346153846153846,0.001351261883086568
192.168.13.229,10.5.70.127,1,59501,834,136.76525715845486,1768270157.5098145,0.11718012281095892,136.76525715845486,286.67127872601543,0.014483948154776499,8.533870557664905,1167.1370013760072,51,14,0.11529245119216493,15.999977986052736,9.99859042974533,0.5,8.90442001116491,V2X,2,5,20,gNB_016,AMF_04,UPF_01,SST2-SD729,43207,2723374,2,Slowloris_5G,1,slowloris,1.0,0.7254901960784313,0.0011671370013760071
192.168.117.254,10.5.132.6,1,63837,433,122.35866462826408,1768278109.5098338,0.11141630669076663,122.35866462826408,22.835629900709126,0.013561199039997486,8.975346874272873,1098.2114581114927,49,19,0.13038755556104292,15.999977986052736,9.99859042974533,0.5,9.065005529158878,V2X,2,5,20,gNB_041,AMF_06,UPF_04,SST2-SD718,56871,9900097,8,Slowloris_5G,1,slowloris,1.0,0.6122448979591837,0.0010982114581114927
192.168.167.232,10.5.209.5,17,15334,986,223.52038300326646,1768228440.5098526,0.273165760799825,223.52038300326646,47.82043502843521,0.009734180571641668,3.6607809012081742,818.2591491290941,48,31,0.08202980726632303,15.999977986052736,9.99859042974533,1.0,8.19571539835089,eMBB,6,10,300,gNB_042,AMF_09,UPF_01,SST6-SD756,52871,9454113,12,Slowloris_5G,1,slowloris,1.0,0.35416666666666663,0.0008182591491290942
192.168.33.199,10.5.206.214,6,30865,578,120.9629831501749,1768260929.509873,0.24664373817472884,120.9629831501749,42.62330077333841,0.007070781196148466,4.054430926973601,490.4360599030557,55,4,0.05634015437852433,15.999977986052736,9.99859042974533,1.0,9.081556171886696,V2X,2,5,20,gNB_049,AMF_07,UPF_04,SST2-SD344,65009,7726953,9,Slowloris_5G,1,slowloris,1.0,0.9272727272727272,0.0004904360599030557
192.168.130.7,10.5.155.61,6,54580,555,119.64049229816544,1768204398.5098917,0.11289914125349398,119.64049229816544,102.82136637949155,0.0171065860198624,8.857463297747202,1059.711269455407,36,11,0.0482508598715926,15.999977986052736,9.99859042974533,1.0,9.097416044276642,mMTC,9,15,1000,gNB_014,AMF_02,UPF_04,SST9-SD219,64524,6713664,2,Slowloris_5G,1,slowloris,1.0,0.6944444444444444,0.001059711269455407
192.168.112.113,10.5.102.106,17,9781,52,186.60561173956532,1768265681.5099118,0.13722156698805935,186.60561173956532,77.89759814869203,0.03642033155697706,7.2874841903460945,1359.8854453819438,47,14,0.14142159499766055,15.999977986052736,9.99859042974533,1.0,8.456129423662265,IndustrialIoT,7,12,100,gNB_029,AMF_07,UPF_03,SST7-SD328,36791,7037767,10,Slowloris_5G,1,slowloris,1.0,0.7021276595744681,0.0013598854453819437
192.168.60.226,10.5.91.72,1,13191,901,129.80976811377005,1768236213.509931,0.205768026495075,129.80976811377005,112.89320816767736,0.050975246413526534,4.85984152656455,630.8549016330144,65,16,0.08207639150795688,15.999977986052736,9.99859042974533,0.5,8.979722846846517,IndustrialIoT,7,12,100,gNB_032,AMF_03,UPF_04,SST7-SD622,19139,5307670,1,Slowloris_5G,1,slowloris,1.0,0.7538461538461538,0.0006308549016330144
192.168.103.92,10.5.225.104,17,30188,5,172.0100736800168,1768287475.50995,0.24670456046904493,172.0100736800168,50.59977002123882,0.006035205634221665,4.053431351648946,697.2310254540254,57,27,0.04316854956302133,15.999977986052736,9.99859042974533,1.0,8.573628738195817,mMTC,9,15,1000,gNB_036,AMF_10,UPF_04,SST9-SD189,63933,9164643,1,Slowloris_5G,1,slowloris,1.0,0.5263157894736843,0.0006972310254540254
192.168.168.12,10.5.39.55,1,27661,393,206.63842741151865,1768284329.5099688,0.19651808429334847,206.63842741151865,118.38894689477917,0.02600950207197104,5.088590210900234,1051.4982789220724,34,13,0.11372046857179076,15.999977986052736,9.99859042974533,0.5,8.309013227066005,URLLC,3,1,10,gNB_004,AMF_08,UPF_05,SST3-SD941,27087,6245262,6,Slowloris_5G,1,slowloris,1.0,0.6176470588235294,0.0010514982789220724
192.168.217.9,10.5.25.105,6,13435,542,282.11601191034663,1768257196.5099885,0.11441006799689449,282.11601191034663,170.2068392658367,0.010639470042080056,8.740489517296185,2465.8320447637902,35,10,0.09566982341781799,15.999977986052736,9.99859042974533,1.0,7.859833245745899,mMTC,9,15,1000,gNB_005,AMF_01,UPF_01,SST9-SD618,22428,7830249,10,Slowloris_5G,1,slowloris,1.0,0.7142857142857143,0.00246583204476379
192.168.201.227,10.5.203.170,17,29368,494,202.02893196425853,1768270669.510009,0.11491688168933743,202.02893196425853,100.30257969459744,0.03667601286894882,8.701941658174885,1758.0439792163609,60,16,0.062384001957785686,15.999977986052736,9.99859042974533,1.0,8.341559884427252,V2X,2,5,20,gNB_029,AMF_06,UPF_03,SST2-SD929,4060,5204030,13,Slowloris_5G,1,slowloris,1.0,0.7333333333333334,0.001758043979216361
192.168.176.140,10.5.233.103,17,33826,652,285.8802551843203,1768276907.510028,0.47907126989790727,285.8802551843203,111.17331789494887,0.008044061703917157,2.0873720943714815,596.7384670035482,42,15,0.10428928608756181,15.999977986052736,9.99859042974533,1.0,7.8407108151035105,URLLC,3,1,10,gNB_025,AMF_06,UPF_05,SST3-SD859,64791,4191361,14,Slowloris_5G,1,slowloris,1.0,0.6428571428571428,0.0005967384670035482
192.168.181.99,10.5.58.192,17,14435,841,234.06466047902074,1768267140.5100482,0.2872447198948648,234.06466047902074,215.37480234665497,0.021493934083243935,3.481352069294825,814.8614901074295,51,11,0.12409270121745333,15.999977986052736,9.99859042974533,1.0,8.129214666186531,eMBB,6,10,300,gNB_002,AMF_01,UPF_05,SST6-SD170,60959,1354915,4,Slowloris_5G,1,slowloris,1.0,0.7843137254901961,0.0008148614901074295
192.168.158.70,10.5.5.212,6,41779,827,155.15702779882832,1768232924.510067,0.15012623813096457,155.15702779882832,24.005175029442448,0.015601706723795324,6.661060800895024,1033.510395854155,46,8,0.11453805814690338,15.999977986052736,9.99859042974533,1.0,8.7223927514198,URLLC,3,1,10,gNB_040,AMF_03,UPF_02,SST3-SD175,29924,3485430,1,Slowloris_5G,1,slowloris,1.0,0.8260869565217391,0.0010335103958541549
192.168.124.25,10.5.127.67,1,18636,508,101.66225859012077,1768205104.5100853,0.15112087866391974,101.66225859012077,118.92162072982944,0.019446351638093565,6.617219333563543,672.7214630362836,50,10,0.08421126429274453,15.999977986052736,9.99859042974533,0.5,9.33233760823884,URLLC,3,1,10,gNB_032,AMF_05,UPF_04,SST3-SD649,10203,4568638,11,Slowloris_5G,1,slowloris,1.0,0.8,0.0006727214630362836
192.168.149.172,10.5.14.228,17,37526,649,168.8632622080948,1768276253.5101428,0.22944990499657916,168.8632622080948,113.55568618144709,0.00193553027653388,4.358249788836953,735.9482768607481,59,11,0.058347041111028335,15.999977986052736,9.99859042974533,1.0,8.60026630588446,URLLC,3,1,10,gNB_038,AMF_03,UPF_04,SST3-SD642,30928,6444979,14,Slowloris_5G,1,slowloris,1.0,0.8135593220338984,0.0007359482768607481
192.168.115.245,10.5.103.93,17,25696,61,137.02656693119332,1768234061.510171,0.13405342238333529,137.02656693119332,78.86767163023434,0.0077139244976792915,7.459712569966539,1022.1788037559841,51,15,0.09441635769130886,15.999977986052736,9.99859042974533,1.0,8.901666163938202,IndustrialIoT,7,12,100,gNB_025,AMF_07,UPF_01,SST7-SD795,28926,3347559,14,Slowloris_5G,1,slowloris,1.0,0.7058823529411764,0.001022178803755984
192.168.3.189,10.5.92.166,1,51696,842,282.625158622649,1768274248.5102682,0.20749107169994788,282.625158622649,7.032688741073133,0.009666836290753019,4.819484480980929,1362.1075659166302,52,12,0.09743053019241456,15.999977986052736,9.99859042974533,0.5,7.85723189959207,IndustrialIoT,7,12,100,gNB_001,AMF_07,UPF_02,SST7-SD559,58172,6295998,4,Slowloris_5G,1,slowloris,1.0,0.7692307692307692,0.0013621075659166302
192.168.70.102,10.5.21.1,1,49437,810,254.66143886372447,1768285634.510304,0.1054525624161997,254.66143886372447,112.46389293508325,0.008411820898022266,9.482936944227154,2414.9383668708574,43,17,0.09540876931939236,15.999977986052736,9.99859042974533,0.5,8.007541274717697,URLLC,3,1,10,gNB_022,AMF_01,UPF_03,SST3-SD316,59019,4366062,3,Slowloris_5G,1,slowloris,1.0,0.6046511627906976,0.002414938366870857
192.168.220.252,10.5.230.203,17,40577,481,242.78253625749758,1768283529.5103402,0.1002860514477505,242.78253625749758,184.75012108000115,0.005573042315926804,9.97147644726051,2420.900342097808,50,9,0.18230304966002275,15.999977986052736,9.99859042974533,1.0,8.076457146351778,V2X,2,5,20,gNB_031,AMF_10,UPF_04,SST2-SD892,27575,7423810,15,Slowloris_5G,1,slowloris,1.0,0.8200000000000001,0.0024209003420978077
192.168.230.123,10.5.83.56,6,40924,622,175.5912058487503,1768253608.510378,0.12034253643355688,175.5912058487503,55.09456378735895,0.008328598540948926,8.309613787740934,1459.095105126832,45,15,0.14724504834343977,15.999977986052736,9.99859042974533,1.0,8.543901204229915,mMTC,9,15,1000,gNB_041,AMF_01,UPF_02,SST9-SD445,16570,2756127,6,Slowloris_5G,1,slowloris,1.0,0.6666666666666667,0.001459095105126832
192.168.61.42,10.5.108.76,1,28736,32,155.57582443938847,1768214093.5104213,0.1457251781884134,155.57582443938847,124.87543488336665,0.04737995086655342,6.862232130586682,1067.5974212104843,53,12,0.13854302103613195,15.999977986052736,9.99859042974533,0.5,8.718503904791817,mMTC,9,15,1000,gNB_001,AMF_07,UPF_02,SST9-SD799,48378,6600136,1,Slowloris_5G,1,slowloris,1.0,0.7735849056603774,0.0010675974212104842
192.168.244.246,10.5.82.165,17,18897,139,180.38998735932142,1768227830.5104558,0.14847621561487795,180.38998735932142,109.20629907861247,0.013915990915794006,6.735085453644844,1214.941979846943,46,15,0.06635222125291093,15.999977986052736,9.99859042974533,1.0,8.505002533005891,mMTC,9,15,1000,gNB_011,AMF_07,UPF_02,SST9-SD396,57241,4264660,1,Slowloris_5G,1,slowloris,1.0,0.6739130434782609,0.001214941979846943
192.168.211.110,10.5.116.222,17,6312,591,175.64893247622234,1768244452.5104885,0.506981967994583,175.64893247622234,159.00139291238222,0.0849060850430202,1.9724567403365416,346.4599207956428,54,18,0.08795321434624626,15.999977986052736,9.99859042974533,1.0,8.543426987813032,V2X,2,5,20,gNB_020,AMF_03,UPF_03,SST2-SD611,43310,5388404,8,Slowloris_5G,1,slowloris,1.0,0.6666666666666667,0.0003464599207956428
192.168.164.238,10.5.41.204,1,56373,568,267.94295106624986,1768282602.510523,0.12280196832148953,267.94295106624986,143.5380923231778,0.02638774922245819,8.143191950979556,2181.910882444395,51,16,0.08315111810785572,15.999977986052736,9.99859042974533,0.5,7.934195933561631,mMTC,9,15,1000,gNB_014,AMF_02,UPF_03,SST9-SD280,19604,6392703,11,Slowloris_5G,1,slowloris,1.0,0.6862745098039216,0.0021819108824443953
192.168.121.133,10.5.142.86,1,43973,276,248.42407904169787,1768270089.51056,0.16290402029527098,248.42407904169787,53.5222240407045,0.009850176738476558,6.1385839231435435,1524.9720577271075,65,15,0.16174457458703462,15.999977986052736,9.99859042974533,0.5,8.043316779601945,URLLC,3,1,10,gNB_042,AMF_02,UPF_02,SST3-SD561,48484,7074551,2,Slowloris_5G,1,slowloris,1.0,0.7692307692307692,0.0015249720577271075
192.168.143.140,10.5.236.28,17,57792,34,212.58392443405836,1768234009.5105965,0.10529148816656542,212.58392443405836,46.10301136284563,0.013549689667853804,9.497443880915181,2019.0038922971828,47,14,0.08694715225832068,15.999977986052736,9.99859042974533,1.0,8.268089291676795,URLLC,3,1,10,gNB_024,AMF_04,UPF_05,SST3-SD198,41826,6941128,5,Slowloris_5G,1,slowloris,1.0,0.7021276595744681,0.002019003892297183
192.168.227.102,10.5.119.87,6,18169,648,195.05678722908698,1768249309.510632,0.1560097085974641,195.05678722908698,307.1263516360986,0.015859062257487462,6.409857495344714,1250.2862096382223,62,18,0.08135938669909114,15.999977986052736,9.99859042974533,1.0,8.39222759678053,mMTC,9,15,1000,gNB_025,AMF_09,UPF_02,SST9-SD879,12661,2821195,11,Slowloris_5G,1,slowloris,1.0,0.7096774193548387,0.0012502862096382223
192.168.253.188,10.5.73.59,1,16287,509,149.7616518193949,1768221726.5106897,0.153013982328151,149.7616518193949,73.75726787345373,0.0060285034651209445,6.535350461341619,978.7448803091654,46,20,0.04959678590253021,15.999977986052736,9.99859042974533,0.5,8.773453543727316,URLLC,3,1,10,gNB_036,AMF_05,UPF_01,SST3-SD432,30370,8640438,6,Slowloris_5G,1,slowloris,1.0,0.5652173913043479,0.0009787448803091653
192.168.129.11,10.5.23.130,6,64632,810,283.3900407258432,1768264477.5107362,0.1068752450491404,283.3900407258432,166.32972627595498,0.029340005295001706,9.356703692611024,2651.5966405086856,47,16,0.08697403593339598,15.999977986052736,9.99859042974533,1.0,7.853332738261696,IndustrialIoT,7,12,100,gNB_003,AMF_01,UPF_04,SST7-SD795,60581,6101669,15,Slowloris_5G,1,slowloris,1.0,0.6595744680851063,0.0026515966405086856
192.168.83.159,10.5.133.60,1,1960,636,114.09509707184755,1768277632.5107727,0.1772786835688286,114.09509707184755,80.87865976155491,0.010240858341640277,5.64083611108128,643.5917436602017,43,6,0.06164327140020783,15.999977986052736,9.99859042974533,0.5,9.165884999236079,IndustrialIoT,7,12,100,gNB_012,AMF_08,UPF_02,SST7-SD583,42748,1902484,12,Slowloris_5G,1,slowloris,1.0,0.8604651162790697,0.0006435917436602017
192.168.156.32,10.5.48.210,6,57376,304,244.4607929295762,1768283460.5108101,0.11659284185865153,244.4607929295762,57.251042058595544,0.0012885989262734425,8.576855869182136,2096.7049866229545,42,11,0.06981231360378858,15.999977986052736,9.99859042974533,1.0,8.06651869462497,eMBB,6,10,300,gNB_045,AMF_10,UPF_02,SST6-SD755,63747,6030028,14,Slowloris_5G,1,slowloris,1.0,0.7380952380952381,0.0020967049866229544
192.168.56.129,10.5.73.128,17,23944,417,158.72488462892278,1768210757.5108523,0.1896161608436031,158.72488462892278,79.41264139460993,0.007041487734205856,5.2738120820029035,837.08521427053,56,17,0.16523329834634592,15.999977986052736,9.99859042974533,1.0,8.689593466993704,URLLC,3,1,10,gNB_021,AMF_07,UPF_01,SST3-SD232,48970,6209828,13,Slowloris_5G,1,slowloris,1.0,0.6964285714285714,0.0008370852142705299
192.168.188.51,10.5.152.216,6,23627,884,231.56278118315504,1768236105.5108914,0.6644220948435109,231.56278118315504,152.51496900338765,0.029692777122245387,1.5050673476406993,348.5175808876348,50,20,0.08498834924188652,15.999977986052736,9.99859042974533,1.0,8.144718407015882,mMTC,9,15,1000,gNB_037,AMF_03,UPF_05,SST9-SD352,35880,1832557,11,Slowloris_5G,1,slowloris,1.0,0.6,0.00034851758088763477
192.168.188.137,10.5.57.215,1,64695,227,272.63973448789733,1768233204.5109296,0.25822185706638395,272.63973448789733,226.43971841523953,0.0188273861507116,3.8726388670611986,1055.8352324830767,45,16,0.20562980348947038,15.999977986052736,9.99859042974533,0.5,7.909125960579543,URLLC,3,1,10,gNB_032,AMF_02,UPF_02,SST3-SD147,60821,3042610,3,Slowloris_5G,1,slowloris,1.0,0.6444444444444444,0.0010558352324830766
192.168.217.91,10.5.166.172,17,3946,832,280.16682150881866,1768209905.5109682,0.10453423741102948,280.16682150881866,16.29323321249182,0.0017445024448658718,9.566243795016094,2680.144117828118,45,18,0.16226534374625343,15.999977986052736,9.99859042974533,1.0,7.869835680191111,eMBB,6,10,300,gNB_048,AMF_08,UPF_05,SST6-SD478,9027,1536179,6,Slowloris_5G,1,slowloris,1.0,0.6,0.002680144117828118
192.168.103.60,10.5.203.60,6,7881,416,126.78116975980234,1768217458.511013,0.18405795367797995,126.78116975980234,51.31423566795906,0.00816607005588168,5.433071377885456,688.8111446768193,52,10,0.05083342290912935,15.999977986052736,9.99859042974533,1.0,9.013781311932364,V2X,2,5,20,gNB_022,AMF_06,UPF_01,SST2-SD624,57297,1887760,12,Slowloris_5G,1,slowloris,1.0,0.8076923076923077,0.0006888111446768192
192.168.223.82,10.5.95.232,6,27219,76,111.83476957990399,1768209409.511051,0.21916366385226266,111.83476957990399,149.58374151643034,0.0056653600815910485,4.562800157758341,510.2797042820536,53,14,0.10377396950187837,15.999977986052736,9.99859042974533,1.0,9.194753002533474,mMTC,9,15,1000,gNB_045,AMF_02,UPF_05,SST9-SD993,19312,4488424,4,Slowloris_5G,1,slowloris,1.0,0.7358490566037736,0.0005102797042820537
192.168.150.174,10.5.175.92,17,52570,402,156.894490487104,1768209530.5111158,0.14812525687270403,156.894490487104,114.44556403774327,0.001173624624695782,6.751043144920117,1059.201474478698,43,13,0.10780791640102241,15.999977986052736,9.99859042974533,1.0,8.706327104816436,IndustrialIoT,7,12,100,gNB_024,AMF_05,UPF_05,SST7-SD577,34511,8162378,13,Slowloris_5G,1,slowloris,1.0,0.6976744186046512,0.001059201474478698
